"order_id";"customer_id";"order_date";"status";"total_amount";"discount_pct"
1877;4680;"2023-09-14 05:00:00";"pending";1600.65;5.0
1878;1742;"2023-02-02 02:00:00";"shipped";84.73;5.0
1879;3965;"2023-08-15 22:00:00";"delivered";791.38;0.0
1880;2696;"2023-05-22 06:00:00";"delivered";830.48;0.0
1881;4775;"2023-11-10 19:00:00";"shipped";47.26;0.0
1882;2145;"2023-05-23 03:00:00";"delivered";191.73;0.0
1883;3417;"2023-05-24 08:00:00";"delivered";465.25;20.0
1884;923;"2023-11-19 20:00:00";"shipped";475.35;0.0
1885;2058;"2023-01-12 13:00:00";"shipped";103.94;5.0
1886;4134;"2023-01-11 20:00:00";"shipped";295.56;0.0
1887;2013;"2023-10-19 04:00:00";"delivered";598.07;10.0
1888;776;"2023-07-16 08:00:00";"pending";653.5;15.0
1889;2842;"2023-06-29 15:00:00";"delivered";358.12;0.0
1890;1483;"2023-03-30 22:00:00";"processing";904.53;0.0
1891;443;"2023-09-27 22:00:00";"shipped";580.16;0.0
1892;3716;"2023-07-17 02:00:00";"delivered";1394.62;0.0
1893;3038;"2023-12-15 11:00:00";"shipped";978.19;0.0
1894;60;"2023-04-29 03:00:00";"delivered";758.96;0.0
1895;4283;"2023-12-17 01:00:00";"delivered";1559.74;5.0
1896;3578;"2023-11-17 23:00:00";"processing";1669.62;0.0
1897;4111;"2023-10-07 00:00:00";"delivered";328.9;10.0
1898;1567;"2023-08-03 16:00:00";"shipped";671.24;0.0
1899;721;"2023-01-30 21:00:00";"cancelled";93.52;0.0
1900;4531;"2023-01-27 05:00:00";"shipped";447.62;10.0
1901;3542;"2023-04-12 06:00:00";"pending";99.04;0.0
1902;2660;"2023-11-26 14:00:00";"delivered";1688.68;0.0
1903;3938;"2023-12-26 08:00:00";"shipped";773.42;5.0
1904;4687;"2023-01-09 17:00:00";"delivered";163.61;5.0
1905;2911;"2023-08-19 05:00:00";"delivered";844.56;5.0
1906;1855;"2023-02-12 04:00:00";"delivered";1412.82;5.0
1907;4519;"2023-03-01 16:00:00";"processing";2188.36;0.0
1908;208;"2023-08-26 02:00:00";"shipped";320.22;5.0
1909;790;"2023-06-18 07:00:00";"pending";928.95;0.0
1910;586;"2023-09-09 17:00:00";"delivered";1511.87;0.0
1911;2916;"2023-10-06 03:00:00";"processing";2476.59;5.0
1912;4824;"2023-07-10 09:00:00";"shipped";1701.92;0.0
1913;3602;"2023-04-08 03:00:00";"processing";526.26;0.0
1914;2408;"2023-11-08 18:00:00";"delivered";581.56;0.0
1915;1510;"2023-02-16 18:00:00";"pending";1682.85;5.0
1916;3992;"2023-09-30 11:00:00";"delivered";161.13;15.0
1917;4505;"2023-05-17 03:00:00";"delivered";469.89;0.0
1918;1773;"2023-08-25 23:00:00";"delivered";1187.65;20.0
1919;4043;"2023-11-22 14:00:00";"shipped";565.04;5.0
1920;2156;"2023-03-27 15:00:00";"delivered";1598.22;15.0
1921;421;"2023-05-03 12:00:00";"shipped";405.0;0.0
1922;2597;"2023-01-16 11:00:00";"delivered";1015.62;0.0
1923;627;"2023-05-14 09:00:00";"delivered";642.65;0.0
1924;2813;"2023-08-27 11:00:00";"delivered";545.39;0.0
1925;3950;"2023-01-18 17:00:00";"delivered";881.8;0.0
1926;2416;"2023-08-11 10:00:00";"pending";2250.69;10.0
1927;1580;"2023-02-25 00:00:00";"shipped";2354.44;0.0
1928;2387;"2023-11-17 17:00:00";"delivered";2708.56;5.0
1929;2814;"2023-11-23 09:00:00";"processing";478.11;0.0
1930;2086;"2023-05-23 01:00:00";"delivered";587.17;15.0
1931;2790;"2023-09-19 12:00:00";"processing";129.76;0.0
1932;2907;"2023-12-31 00:00:00";"cancelled";1873.09;0.0
1933;3739;"2023-05-14 00:00:00";"shipped";1613.85;10.0
1934;1626;"2023-01-18 01:00:00";"pending";72.36;0.0
1935;1987;"2023-05-25 22:00:00";"delivered";971.96;5.0
1936;480;"2023-07-05 01:00:00";"shipped";993.1;5.0
1937;1517;"2023-02-01 01:00:00";"shipped";1328.42;5.0
1938;3985;"2023-08-27 03:00:00";"processing";1408.04;0.0
1939;4535;"2023-02-05 19:00:00";"shipped";100.52;5.0
1940;4659;"2023-08-15 11:00:00";"delivered";271.91;15.0
1941;3777;"2023-06-13 18:00:00";"pending";157.9;0.0
1942;69;"2023-05-11 18:00:00";"shipped";1447.38;0.0
1943;4406;"2023-06-10 23:00:00";"delivered";502.5;0.0
1944;3877;"2023-11-01 22:00:00";"delivered";476.56;5.0
1945;1941;"2023-09-16 21:00:00";"delivered";117.27;0.0
1946;3415;"2023-11-16 18:00:00";"delivered";223.4;0.0
1947;2493;"2023-04-07 08:00:00";"shipped";1418.13;10.0
1948;4038;"2023-12-28 08:00:00";"delivered";956.29;0.0
1949;3468;"2023-03-13 12:00:00";"shipped";331.18;0.0
1950;3136;"2023-07-23 21:00:00";"processing";612.2;15.0
1951;2852;"2023-05-22 14:00:00";"shipped";340.79;10.0
1952;3929;"2023-05-13 08:00:00";"processing";1266.98;10.0
1953;2049;"2023-10-22 03:00:00";"shipped";1505.2;0.0
1954;2189;"2023-09-12 04:00:00";"delivered";554.37;5.0
1955;3106;"2023-03-10 19:00:00";"shipped";238.47;0.0
1956;3842;"2023-06-09 08:00:00";"shipped";158.38;0.0
1957;1456;"2023-01-02 23:00:00";"shipped";687.36;5.0
1958;2230;"2023-03-06 01:00:00";"shipped";2932.18;0.0
1959;1029;"2023-12-26 00:00:00";"delivered";1361.57;0.0
1960;383;"2023-06-12 07:00:00";"shipped";245.14;0.0
1961;4112;"2023-03-18 03:00:00";"delivered";326.8;0.0
1962;3644;"2023-04-06 21:00:00";"shipped";1651.92;0.0
1963;4706;"2023-11-08 11:00:00";"processing";1078.68;0.0
1964;3904;"2023-10-30 06:00:00";"pending";216.93;10.0
1965;2786;"2023-08-02 23:00:00";"processing";634.47;0.0
1966;3746;"2023-05-13 21:00:00";"cancelled";95.73;5.0
1967;3585;"2023-12-06 06:00:00";"shipped";1314.6;0.0
1968;1368;"2023-11-06 14:00:00";"shipped";911.83;15.0
1969;2575;"2023-06-14 03:00:00";"shipped";1214.95;10.0
1970;336;"2023-05-08 19:00:00";"delivered";706.36;5.0
1971;1380;"2023-12-24 01:00:00";"delivered";888.31;0.0
1972;3603;"2023-10-28 03:00:00";"delivered";328.68;0.0
1973;1985;"2023-05-19 04:00:00";"delivered";212.64;5.0
1974;1497;"2023-03-11 11:00:00";"delivered";489.16;0.0
1975;2222;"2023-01-16 05:00:00";"shipped";1054.34;0.0
1976;2928;"2023-06-27 13:00:00";"delivered";263.28;15.0
1977;4202;"2023-06-17 20:00:00";"shipped";1609.31;5.0
1978;1258;"2023-09-01 10:00:00";"processing";655.74;0.0
1979;4754;"2023-02-02 02:00:00";"delivered";878.46;0.0
1980;4713;"2023-07-13 05:00:00";"shipped";605.38;0.0
1981;1793;"2023-03-04 07:00:00";"delivered";377.7;0.0
1982;4419;"2023-05-24 08:00:00";"delivered";785.89;5.0
1983;4571;"2023-08-13 10:00:00";"delivered";1660.35;0.0
1984;107;"2023-10-29 12:00:00";"shipped";387.73;5.0
1985;1171;"2023-04-23 07:00:00";"shipped";836.71;0.0
1986;3941;"2023-10-20 07:00:00";"processing";1551.47;0.0
1987;4739;"2023-11-06 06:00:00";"delivered";643.26;5.0
1988;2416;"2023-05-18 10:00:00";"delivered";693.88;5.0
1989;1164;"2023-05-07 14:00:00";"shipped";568.58;0.0
1990;4345;"2023-03-08 07:00:00";"processing";2098.62;5.0
1991;3176;"2023-05-24 23:00:00";"shipped";844.75;10.0
1992;1863;"2023-09-29 19:00:00";"processing";267.07;20.0
1993;1661;"2023-10-25 02:00:00";"shipped";1152.98;0.0
1994;1910;"2023-04-16 10:00:00";"processing";327.62;20.0
1995;577;"2023-02-24 13:00:00";"processing";1109.16;0.0
1996;594;"2023-01-22 05:00:00";"pending";1281.69;0.0
1997;1661;"2023-09-11 18:00:00";"processing";1804.96;5.0
1998;2350;"2023-10-04 03:00:00";"processing";581.12;0.0
1999;1138;"2023-08-12 15:00:00";"delivered";198.92;0.0
2000;2069;"2023-05-31 08:00:00";"processing";142.38;15.0
2001;4717;"2023-03-22 01:00:00";"shipped";304.21;5.0
2002;2726;"2023-12-22 03:00:00";"delivered";291.86;20.0
2003;2038;"2023-11-12 20:00:00";"shipped";656.92;20.0
2004;633;"2023-12-05 04:00:00";"pending";1862.41;10.0
2005;2820;"2023-07-01 12:00:00";"shipped";60.26;10.0
2006;1159;"2023-10-22 21:00:00";"processing";92.77;5.0
2007;2140;"2023-08-04 16:00:00";"processing";949.78;0.0
2008;4862;"2023-08-22 13:00:00";"processing";1087.92;0.0
2009;1440;"2023-04-13 23:00:00";"delivered";472.96;15.0
2010;4081;"2023-02-02 21:00:00";"pending";401.67;0.0
2011;3203;"2023-08-30 02:00:00";"delivered";873.26;10.0
2012;2771;"2023-04-19 01:00:00";"shipped";1088.9;0.0
2013;1810;"2023-03-10 04:00:00";"shipped";57.22;0.0
2014;801;"2023-07-11 23:00:00";"shipped";413.12;5.0
2015;4524;"2023-10-25 19:00:00";"pending";969.2;0.0
2016;1592;"2023-06-24 03:00:00";"cancelled";1136.83;0.0
2017;1173;"2023-02-21 18:00:00";"pending";955.74;15.0
2018;3045;"2023-09-23 11:00:00";"processing";583.78;15.0
2019;3591;"2023-11-23 04:00:00";"shipped";1017.43;0.0
2020;390;"2023-06-11 09:00:00";"shipped";628.59;0.0
2021;4785;"2023-10-03 15:00:00";"shipped";690.75;0.0
2022;3116;"2023-08-23 22:00:00";"processing";928.12;0.0
2023;1808;"2023-02-01 04:00:00";"shipped";27.42;5.0
2024;292;"2023-04-25 02:00:00";"cancelled";164.85;0.0
2025;1711;"2023-02-17 07:00:00";"delivered";851.23;10.0
2026;3059;"2023-10-13 06:00:00";"delivered";408.84;0.0
2027;4917;"2023-05-05 08:00:00";"delivered";225.52;10.0
2028;4097;"2023-04-23 07:00:00";"delivered";1586.04;0.0
2029;2137;"2023-07-21 18:00:00";"shipped";1654.38;0.0
2030;1589;"2023-04-10 09:00:00";"delivered";1749.72;0.0
2031;3926;"2023-07-23 02:00:00";"shipped";134.32;0.0
2032;2124;"2023-04-28 20:00:00";"processing";449.39;10.0
2033;3788;"2023-09-09 05:00:00";"delivered";1067.76;10.0
2034;4863;"2023-09-05 05:00:00";"processing";887.07;0.0
2035;4566;"2023-04-15 15:00:00";"delivered";678.65;5.0
2036;3885;"2023-01-04 23:00:00";"shipped";182.19;0.0
2037;3487;"2023-10-28 04:00:00";"delivered";1419.66;5.0
2038;3992;"2023-08-12 03:00:00";"shipped";723.7;5.0
2039;39;"2023-09-26 06:00:00";"shipped";436.17;0.0
2040;2050;"2023-07-23 01:00:00";"processing";425.74;0.0
2041;4668;"2023-12-31 11:00:00";"cancelled";44.37;0.0
2042;4063;"2023-08-27 08:00:00";"shipped";553.8;0.0
2043;3881;"2023-12-12 21:00:00";"delivered";1989.35;5.0
2044;3232;"2023-03-25 00:00:00";"delivered";47.89;10.0
2045;3563;"2023-02-02 01:00:00";"delivered";549.69;0.0
2046;3384;"2023-04-04 10:00:00";"processing";166.02;5.0
2047;3196;"2023-05-11 04:00:00";"processing";693.69;0.0
2048;2672;"2023-12-12 18:00:00";"pending";1046.81;0.0
2049;876;"2023-03-17 06:00:00";"delivered";1426.02;20.0
2050;1546;"2023-12-09 00:00:00";"shipped";2623.34;0.0
2051;3385;"2023-10-09 05:00:00";"shipped";432.38;0.0
2052;1992;"2023-01-27 21:00:00";"shipped";107.43;0.0
2053;4320;"2023-10-20 20:00:00";"delivered";1451.17;20.0
2054;3979;"2023-08-04 14:00:00";"pending";1614.18;10.0
2055;4554;"2023-03-11 05:00:00";"delivered";679.51;5.0
2056;4164;"2023-03-17 06:00:00";"delivered";176.34;10.0
2057;3276;"2023-03-28 05:00:00";"processing";846.18;0.0
2058;274;"2023-11-28 22:00:00";"shipped";1716.88;0.0
2059;2643;"2023-08-29 08:00:00";"delivered";505.58;0.0
2060;1114;"2023-09-13 11:00:00";"shipped";454.48;0.0
2061;2418;"2023-04-09 18:00:00";"processing";607.88;10.0
2062;1716;"2023-01-12 16:00:00";"delivered";494.98;15.0
2063;3405;"2023-12-01 07:00:00";"pending";313.28;0.0
2064;4725;"2023-07-16 21:00:00";"delivered";1589.87;0.0
2065;3187;"2023-03-13 06:00:00";"pending";473.69;0.0
2066;3011;"2023-08-14 21:00:00";"shipped";583.21;5.0
2067;3565;"2023-04-04 03:00:00";"pending";585.86;0.0
2068;60;"2023-12-04 13:00:00";"delivered";614.72;0.0
2069;4341;"2023-12-01 07:00:00";"processing";455.74;0.0
2070;4542;"2023-04-01 23:00:00";"delivered";729.29;0.0
2071;4331;"2023-03-04 12:00:00";"delivered";180.06;0.0
2072;1989;"2023-08-27 12:00:00";"delivered";308.76;0.0
2073;3380;"2023-12-14 20:00:00";"shipped";920.47;0.0
2074;4410;"2023-01-31 21:00:00";"pending";397.42;20.0
2075;3681;"2023-11-29 21:00:00";"delivered";1084.48;0.0
2076;2009;"2023-04-21 23:00:00";"delivered";626.33;10.0
2077;4999;"2023-10-09 02:00:00";"delivered";607.56;0.0
2078;861;"2023-09-04 10:00:00";"shipped";110.9;0.0
2079;162;"2023-10-15 15:00:00";"pending";929.62;0.0
2080;698;"2023-03-15 02:00:00";"delivered";224.35;0.0
2081;2302;"2023-07-31 02:00:00";"delivered";556.68;0.0
2082;4703;"2023-11-03 01:00:00";"delivered";819.98;5.0
2083;1756;"2023-06-24 06:00:00";"delivered";173.75;0.0
2084;1297;"2023-01-20 16:00:00";"pending";86.74;0.0
2085;2405;"2023-01-12 01:00:00";"pending";76.68;0.0
2086;163;"2023-12-11 08:00:00";"delivered";413.22;20.0
2087;3233;"2023-11-08 04:00:00";"shipped";605.91;5.0
2088;1175;"2023-11-19 17:00:00";"shipped";147.83;10.0
2089;3256;"2023-04-24 06:00:00";"delivered";1236.17;0.0
2090;1762;"2023-10-29 04:00:00";"shipped";135.17;20.0
2091;413;"2023-05-02 18:00:00";"processing";1337.87;10.0
2092;2555;"2023-10-27 23:00:00";"shipped";1719.25;15.0
2093;2036;"2023-11-02 10:00:00";"delivered";472.71;0.0
2094;1040;"2023-04-25 00:00:00";"processing";1196.33;0.0
2095;3362;"2023-07-26 16:00:00";"delivered";977.62;0.0
2096;1877;"2023-06-21 17:00:00";"shipped";172.12;0.0
2097;2641;"2023-04-08 17:00:00";"shipped";546.31;15.0
2098;4535;"2023-07-24 03:00:00";"shipped";386.74;0.0
2099;3474;"2023-04-13 04:00:00";"shipped";2787.17;0.0
2100;4891;"2023-12-26 00:00:00";"shipped";1832.28;0.0
2101;323;"2023-12-12 10:00:00";"shipped";514.69;0.0
2102;2539;"2023-09-04 22:00:00";"delivered";1003.81;5.0
2103;4068;"2023-02-11 05:00:00";"processing";412.6;15.0
2104;3707;"2023-07-11 17:00:00";"shipped";880.84;5.0
2105;494;"2023-09-20 22:00:00";"cancelled";678.38;10.0
2106;2984;"2023-07-22 17:00:00";"processing";1374.32;0.0
2107;3228;"2023-10-08 12:00:00";"shipped";1463.05;5.0
2108;4727;"2023-03-26 11:00:00";"pending";3231.71;0.0
2109;4131;"2023-10-01 20:00:00";"shipped";144.73;0.0
2110;1060;"2023-04-08 04:00:00";"delivered";1715.86;20.0
2111;2233;"2023-10-18 22:00:00";"shipped";545.07;0.0
2112;4840;"2023-09-17 02:00:00";"shipped";525.02;10.0
2113;4429;"2023-12-18 13:00:00";"shipped";1445.9;10.0
2114;2254;"2023-03-24 05:00:00";"pending";866.87;5.0
2115;220;"2023-10-01 03:00:00";"processing";257.05;0.0
2116;3438;"2023-12-26 08:00:00";"delivered";3033.08;20.0
2117;4354;"2023-01-03 04:00:00";"processing";1209.62;5.0
2118;639;"2023-04-16 18:00:00";"delivered";842.89;5.0
2119;2963;"2023-11-21 16:00:00";"shipped";828.66;20.0
2120;3394;"2023-09-22 20:00:00";"delivered";335.92;0.0
2121;2086;"2023-02-25 17:00:00";"shipped";812.06;0.0
2122;2175;"2023-10-15 10:00:00";"delivered";2345.15;0.0
2123;4700;"2023-04-01 18:00:00";"shipped";651.78;0.0
2124;3637;"2023-09-06 23:00:00";"processing";111.49;15.0
2125;4467;"2023-06-06 19:00:00";"processing";1224.62;0.0
2126;2625;"2023-03-21 12:00:00";"pending";446.71;20.0
2127;919;"2023-02-22 15:00:00";"shipped";291.8;0.0
2128;4133;"2023-02-15 17:00:00";"pending";1775.36;0.0
2129;4817;"2023-10-23 12:00:00";"shipped";625.42;5.0
2130;3325;"2023-05-20 22:00:00";"delivered";1535.45;0.0
2131;2572;"2023-05-09 17:00:00";"shipped";1351.32;0.0
2132;3988;"2023-05-26 10:00:00";"delivered";1231.04;0.0
2133;3454;"2023-04-15 20:00:00";"processing";1394.96;10.0
2134;2121;"2023-12-16 14:00:00";"delivered";1361.5;0.0
2135;4600;"2023-06-02 06:00:00";"delivered";1052.09;0.0
2136;711;"2023-03-21 15:00:00";"delivered";1117.43;5.0
2137;4678;"2023-05-22 02:00:00";"shipped";1071.87;0.0
2138;3970;"2023-03-28 18:00:00";"shipped";198.57;0.0
2139;1302;"2023-09-21 11:00:00";"cancelled";366.53;0.0
2140;1307;"2023-06-07 08:00:00";"delivered";870.93;0.0
2141;2366;"2023-10-11 07:00:00";"delivered";554.12;0.0
2142;4773;"2023-11-17 20:00:00";"shipped";2264.44;0.0
2143;1090;"2023-11-07 14:00:00";"pending";713.1;5.0
2144;4143;"2023-12-09 00:00:00";"pending";989.32;10.0
2145;3377;"2023-11-24 03:00:00";"shipped";1564.77;5.0
2146;2668;"2023-01-23 11:00:00";"delivered";327.34;0.0
2147;503;"2023-07-28 08:00:00";"processing";829.69;5.0
2148;3442;"2023-11-21 16:00:00";"delivered";303.34;10.0
2149;3045;"2023-12-25 20:00:00";"shipped";501.62;0.0
2150;2888;"2023-06-20 20:00:00";"pending";519.06;0.0
2151;2839;"2023-10-21 09:00:00";"shipped";654.81;0.0
2152;3552;"2023-02-15 19:00:00";"delivered";769.35;5.0
2153;3917;"2023-11-26 07:00:00";"delivered";1070.77;0.0
2154;1065;"2023-11-26 13:00:00";"pending";1761.89;0.0
2155;4669;"2023-05-31 01:00:00";"shipped";93.0;0.0
2156;3241;"2023-08-24 22:00:00";"delivered";581.67;0.0
2157;124;"2023-05-15 20:00:00";"pending";739.99;0.0
2158;682;"2023-02-24 23:00:00";"delivered";1417.27;5.0
2159;2854;"2023-10-05 16:00:00";"shipped";146.96;5.0
2160;3759;"2023-12-06 01:00:00";"shipped";1058.72;0.0
2161;1636;"2023-06-23 00:00:00";"pending";1509.88;15.0
2162;4545;"2023-08-16 13:00:00";"cancelled";2987.44;0.0
2163;2342;"2023-10-05 13:00:00";"delivered";2945.78;0.0
2164;1238;"2023-12-18 23:00:00";"pending";2509.71;0.0
2165;2471;"2023-01-30 21:00:00";"shipped";97.42;20.0
2166;2326;"2023-10-29 18:00:00";"shipped";1486.11;5.0
2167;307;"2023-10-17 11:00:00";"delivered";381.77;0.0
2168;3677;"2023-06-22 05:00:00";"processing";462.18;20.0
2169;4759;"2023-07-23 00:00:00";"processing";943.19;5.0
2170;607;"2023-08-28 19:00:00";"shipped";743.93;5.0
2171;468;"2023-07-09 00:00:00";"delivered";1746.1;5.0
2172;1956;"2023-05-02 13:00:00";"processing";2057.08;0.0
2173;3500;"2023-05-08 23:00:00";"processing";57.62;0.0
2174;1236;"2023-05-17 03:00:00";"processing";661.31;5.0
2175;1542;"2023-10-03 03:00:00";"shipped";194.85;0.0
2176;1426;"2023-06-17 21:00:00";"processing";337.11;0.0
2177;1072;"2023-01-17 22:00:00";"shipped";841.7;15.0
2178;4922;"2023-08-06 17:00:00";"delivered";987.51;0.0
2179;942;"2023-07-11 20:00:00";"processing";245.73;10.0
2180;1910;"2023-11-04 23:00:00";"shipped";270.43;10.0
2181;1528;"2023-07-07 15:00:00";"pending";1190.68;5.0
2182;2561;"2023-03-06 20:00:00";"shipped";1603.33;5.0
2183;2416;"2023-06-21 07:00:00";"processing";490.22;0.0
2184;4272;"2023-06-10 11:00:00";"delivered";783.8;0.0
2185;79;"2023-07-04 11:00:00";"delivered";95.2;0.0
2186;272;"2023-07-01 06:00:00";"delivered";180.81;0.0
2187;1963;"2023-07-29 00:00:00";"processing";947.92;0.0
2188;1748;"2023-02-05 05:00:00";"processing";84.57;0.0
2189;104;"2023-12-14 05:00:00";"shipped";1368.82;0.0
2190;2252;"2023-06-20 19:00:00";"pending";2837.5;10.0
2191;3956;"2023-03-30 14:00:00";"delivered";248.49;20.0
2192;4494;"2023-04-28 23:00:00";"shipped";528.91;5.0
2193;4993;"2023-05-01 02:00:00";"shipped";826.96;5.0
2194;4842;"2023-10-09 06:00:00";"delivered";955.06;0.0
2195;2658;"2023-06-15 08:00:00";"processing";447.12;10.0
2196;1070;"2023-11-01 19:00:00";"shipped";58.03;0.0
2197;3857;"2023-08-08 17:00:00";"delivered";810.14;10.0
2198;594;"2023-03-09 10:00:00";"delivered";1170.49;5.0
2199;4619;"2023-10-27 06:00:00";"processing";1427.42;0.0
2200;2467;"2023-07-04 13:00:00";"processing";230.71;0.0
2201;2857;"2023-09-29 09:00:00";"shipped";752.26;0.0
2202;2528;"2023-10-07 17:00:00";"shipped";705.4;0.0
2203;444;"2023-10-21 04:00:00";"processing";2331.58;5.0
2204;3754;"2023-12-04 03:00:00";"pending";2031.26;10.0
2205;1304;"2023-08-16 13:00:00";"delivered";218.88;0.0
2206;3830;"2023-10-19 04:00:00";"pending";445.4;0.0
2207;4862;"2023-09-03 01:00:00";"cancelled";250.67;20.0
2208;3734;"2023-03-09 21:00:00";"delivered";98.11;5.0
2209;540;"2023-07-16 06:00:00";"pending";1464.2;0.0
2210;250;"2023-08-30 10:00:00";"shipped";607.94;0.0
2211;3250;"2023-03-07 09:00:00";"shipped";1985.74;0.0
2212;1378;"2023-04-05 09:00:00";"delivered";805.01;15.0
2213;1601;"2023-08-12 18:00:00";"shipped";1153.1;0.0
2214;1640;"2023-05-15 23:00:00";"delivered";325.98;0.0
2215;2253;"2023-02-09 23:00:00";"delivered";130.2;0.0
2216;625;"2023-09-26 07:00:00";"delivered";965.57;5.0
2217;2048;"2023-07-12 03:00:00";"delivered";1652.85;0.0
2218;4378;"2023-09-14 16:00:00";"delivered";20.26;5.0
2219;1479;"2023-12-01 23:00:00";"delivered";3045.71;0.0
2220;4662;"2023-01-26 04:00:00";"shipped";896.44;0.0
2221;911;"2023-08-30 19:00:00";"delivered";1983.0;10.0
2222;3657;"2023-12-13 12:00:00";"delivered";872.47;0.0
2223;2477;"2023-12-21 00:00:00";"processing";2920.27;5.0
2224;2483;"2023-03-09 03:00:00";"processing";1934.52;0.0
2225;660;"2023-05-29 18:00:00";"delivered";813.28;0.0
2226;3507;"2023-07-26 22:00:00";"pending";282.4;0.0
2227;3978;"2023-03-09 03:00:00";"shipped";645.02;0.0
2228;2901;"2023-06-06 17:00:00";"delivered";623.09;10.0
2229;2226;"2023-11-06 06:00:00";"shipped";379.05;0.0
2230;2963;"2023-02-14 18:00:00";"cancelled";2158.42;5.0
2231;2640;"2023-09-13 13:00:00";"delivered";1068.91;0.0
2232;3227;"2023-03-14 20:00:00";"cancelled";473.04;5.0
2233;1756;"2023-06-14 08:00:00";"delivered";1637.69;0.0
2234;1081;"2023-05-11 10:00:00";"processing";1241.8;0.0
2235;2661;"2023-09-09 02:00:00";"shipped";2823.59;5.0
2236;2740;"2023-01-15 19:00:00";"pending";191.82;0.0
2237;4497;"2023-08-08 02:00:00";"pending";200.92;5.0
2238;1520;"2023-10-27 12:00:00";"pending";1574.44;0.0
2239;1549;"2023-10-31 08:00:00";"delivered";861.22;0.0
2240;1818;"2023-06-27 16:00:00";"processing";775.12;5.0
2241;3897;"2023-04-30 01:00:00";"processing";614.64;0.0
2242;1533;"2023-03-19 08:00:00";"delivered";487.2;0.0
2243;1868;"2023-11-18 20:00:00";"delivered";144.95;10.0
2244;4301;"2023-12-26 12:00:00";"delivered";342.67;5.0
2245;2001;"2023-09-30 21:00:00";"delivered";197.47;5.0
2246;1457;"2023-03-26 19:00:00";"shipped";1363.22;0.0
2247;4408;"2023-11-22 08:00:00";"shipped";32.55;0.0
2248;755;"2023-08-25 16:00:00";"delivered";839.43;5.0
2249;4712;"2023-04-16 23:00:00";"shipped";298.02;5.0
2250;2564;"2023-09-21 14:00:00";"delivered";248.73;5.0
2251;712;"2023-09-28 23:00:00";"pending";665.59;10.0
2252;1617;"2023-09-17 11:00:00";"shipped";210.96;0.0
2253;2226;"2023-06-30 08:00:00";"delivered";204.92;0.0
2254;1801;"2023-04-05 09:00:00";"processing";2151.03;0.0
2255;152;"2023-04-17 08:00:00";"delivered";987.84;0.0
2256;1107;"2023-06-24 23:00:00";"processing";493.07;15.0
2257;2046;"2023-06-05 14:00:00";"shipped";491.87;5.0
2258;4096;"2023-06-14 15:00:00";"processing";1044.7;5.0
2259;1931;"2023-04-02 22:00:00";"pending";679.22;5.0
2260;1663;"2023-02-05 03:00:00";"cancelled";942.44;5.0
2261;4969;"2023-06-04 13:00:00";"delivered";1447.59;0.0
2262;3325;"2023-03-25 20:00:00";"shipped";1327.34;0.0
2263;1871;"2023-03-09 11:00:00";"processing";780.9;20.0
2264;3518;"2023-01-17 08:00:00";"shipped";786.23;0.0
2265;3319;"2023-10-15 09:00:00";"shipped";289.36;0.0
2266;2055;"2023-09-29 06:00:00";"delivered";117.48;0.0
2267;1454;"2023-05-02 00:00:00";"processing";816.11;20.0
2268;3573;"2023-10-26 17:00:00";"delivered";448.7;0.0
2269;4480;"2023-12-25 08:00:00";"shipped";2882.21;10.0
2270;551;"2023-09-22 07:00:00";"delivered";444.93;10.0
2271;1081;"2023-08-12 07:00:00";"processing";1007.89;5.0
2272;2214;"2023-09-20 01:00:00";"shipped";82.82;10.0
2273;1287;"2023-11-25 18:00:00";"delivered";349.05;5.0
2274;341;"2023-07-02 15:00:00";"delivered";88.67;10.0
2275;533;"2023-06-09 18:00:00";"delivered";926.86;0.0
2276;1615;"2023-01-27 16:00:00";"delivered";142.12;5.0
2277;1644;"2023-03-31 04:00:00";"delivered";725.59;15.0
2278;4705;"2023-05-23 05:00:00";"delivered";502.51;10.0
2279;1605;"2023-11-25 20:00:00";"pending";56.32;0.0
2280;683;"2023-05-18 22:00:00";"shipped";871.89;5.0
2281;3200;"2023-06-26 15:00:00";"shipped";2929.97;5.0
2282;3031;"2023-09-02 19:00:00";"shipped";1330.41;0.0
2283;3670;"2023-11-26 12:00:00";"shipped";515.26;0.0
2284;156;"2023-12-21 05:00:00";"delivered";722.56;15.0
2285;1027;"2023-11-26 23:00:00";"delivered";1134.17;5.0
2286;4704;"2023-08-13 18:00:00";"shipped";1021.29;0.0
2287;1391;"2023-11-27 20:00:00";"delivered";777.98;0.0
2288;1038;"2023-12-20 08:00:00";"processing";1525.66;0.0
2289;3641;"2023-02-10 17:00:00";"shipped";1184.49;0.0
2290;564;"2023-07-11 20:00:00";"pending";502.4;0.0
2291;4553;"2023-02-16 19:00:00";"delivered";606.68;0.0
2292;2679;"2023-11-15 23:00:00";"delivered";1792.34;10.0
2293;4225;"2023-06-01 20:00:00";"cancelled";429.89;0.0
2294;2413;"2023-09-27 05:00:00";"pending";946.13;0.0
2295;4848;"2023-01-30 09:00:00";"delivered";483.86;0.0
2296;2204;"2023-03-29 16:00:00";"delivered";679.92;0.0
2297;399;"2023-09-04 05:00:00";"cancelled";607.99;0.0
2298;3257;"2023-01-28 09:00:00";"shipped";28.87;10.0
2299;772;"2023-04-19 22:00:00";"pending";163.67;0.0
2300;1164;"2023-09-23 03:00:00";"processing";1106.45;0.0
